recordType,extensionId,year,ageMin,ageMax,gender,category,disciplineCode,disciplineName,disciplineBaseName,disciplineVariant,unit,better,bronze,silver,gold,bronzeRaw,silverRaw,goldRaw,disciplineKey,disciplineCodePdf,catalogCode,codeOrigin,sourceFile,sourceRow,extensionType,description,minLevel,distanceM,durationMin,maxTimeSec,organization,ageRule,validityYears,acquisitionYearOnly,mandatoryInFirstAcquisitionYear,policyValue
discipline_requirement,,2026,18,19,W,Kraft,6.2.6.4,Pull-ups Klimmzüge,Pull-ups Klimmzüge,,number,higher,1,3,6,1,3,6,pull-ups-klimmzuege,6.2.6.4,,pdf,202604_18_-19_W.pdf,16,,,,,,,,,,,,
discipline_requirement,,2026,18,19,W,Kraft,6.2.7.6,Gerätturnen Reck Hüftaufschwung,Gerätturnen Reck Hüftaufschwung,,level,higher,1,2,3,1,2,3,geraetturnen-reck-hueftaufschwung,6.2.7.6,7,pdf,202604_18_-19_W.pdf,12,,,,,,,,,,,,
discipline_requirement,,2026,18,19,W,Schnelligkeit,1,Laufen 100 m,Laufen 100 m,,number,lower,18.2,16.5,15.3,"18,2","16,5","15,3",laufen-100-m,,1,catalog_inference,202604_18_-19_W.pdf,17,,,,,,,,,,,,
discipline_requirement,,2026,18,19,W,Schnelligkeit,2,Schwimmen 25 m,Schwimmen 25 m,,number,lower,29.5,24,18.5,"29,5","24,0","18,5",schwimmen-25-m,,2,catalog_inference,202604_18_-19_W.pdf,18,,,,,,,,,,,,
discipline_requirement,,2026,18,19,W,Schnelligkeit,3,Radfahren 200 m,Radfahren 200 m,,number,lower,24,22,19.5,"24,0","22,0","19,5",radfahren-200-m,,3,catalog_inference,202604_18_-19_W.pdf,19,,,,,,,,,,,,
discipline_requirement,,2026,18,19,W,Schnelligkeit,6.3.4.6,Gerätturnen Stütz-Sprungüberschlag,Gerätturnen Stütz-Sprungüberschlag,,level,higher,1,2,3,1,2,3,geraetturnen-stuetz-sprungueberschlag,6.3.4.6,4,pdf,202604_18_-19_W.pdf,20,,,,,,,,,,,,
discipline_requirement,,2026,18,19,W,Koordination,1,Hochsprung,Hochsprung,,number,higher,1.1,1.2,1.3,"1,10","1,20","1,30",hochsprung,,1,catalog_inference,202604_18_-19_W.pdf,21,,,,,,,,,,,,
discipline_requirement,,2026,18,19,W,Koordination,2,Weitsprung,Weitsprung,,number,higher,3.4,3.7,4,"3,40","3,70","4,00",weitsprung,,2,catalog_inference,202604_18_-19_W.pdf,22,,,,,,,,,,,,
discipline_requirement,,2026,18,19,W,Koordination,5,Schleuderball 1 kg,Schleuderball 1 kg,,number,higher,23.5,26.5,29,"23,50","26,50","29,00",schleuderball-1-kg,,5,catalog_inference,202604_18_-19_W.pdf,23,,,,,,,,,,,,
discipline_requirement,,2026,18,19,W,Koordination,6,Seilspringen Doppeldurchschlag,Seilspringen Doppeldurchschlag,,number,higher,5,10,15,5,10,15,seilspringen-doppeldurchschlag,,6,catalog_inference,202604_18_-19_W.pdf,24,,,,,,,,,,,,
discipline_requirement,,2026,18,19,W,Koordination,6.4.7.1,Ball umgreifen,Ball umgreifen,,number,higher,31,39,47,31,39,47,ball-umgreifen,6.4.7.1,6.4.7.1,pdf,202604_18_-19_W.pdf,26,,,,,,,,,,,,
discipline_requirement,,2026,18,19,W,Koordination,6.4.7.2,Kick-Fangen,Kick-Fangen,,number,higher,8,11,14,8,11,14,kick-fangen,6.4.7.2,6.4.7.2,pdf,202604_18_-19_W.pdf,27,,,,,,,,,,,,
discipline_requirement,,2026,18,19,W,Koordination,6.4.7.3,Koordinations-T-Lauf,Koordinations-T-Lauf,,number,lower,14.2,12.7,11.2,"14,2","12,7","11,2",koordinations-t-lauf,6.4.7.3,6.4.7.3,pdf,202604_18_-19_W.pdf,28,,,,,,,,,,,,
discipline_requirement,,2026,18,19,W,Koordination,6.4.7.4,Koordinationsleiter (Dreifachschritt),Koordinationsleiter,Dreifachschritt,number,lower,28.5,25.1,21.7,"28,5","25,1","21,7",koordinationsleiter-dreifachschritt,6.4.7.4,6.4.7.4,pdf,202604_18_-19_W.pdf,29,,,,,,,,,,,,
discipline_requirement,,2026,18,19,W,Koordination,6.4.8.6,Gerätturnen Strecksprung mit Drehung,Gerätturnen Strecksprung mit Drehung,,level,higher,1,2,3,1,2,3,geraetturnen-strecksprung-mit-drehung,6.4.8.6,7,pdf,202604_18_-19_W.pdf,25,,,,,,,,,,,,
discipline_requirement,,2026,20,24,M,Ausdauer,1,Laufen 3.000 m,Laufen 3.000 m,,number,lower,1040,920,800,17:20,15:20,13:20,laufen-3-000-m,,1,catalog_inference,202604_20_-_24_M.pdf,2,,,,,,,,,,,,
discipline_requirement,,2026,20,24,M,Ausdauer,2,10 km Lauf,10 km Lauf,,number,lower,3750,3390,3000,62:30,56:30,50:00,10-km-lauf,,2,catalog_inference,202604_20_-_24_M.pdf,3,,,,,,,,,,,,
discipline_requirement,,2026,20,24,M,Ausdauer,4,"Nordic-Walking 7, 5 km","Nordic-Walking 7, 5 km",,number,lower,3420,3180,2940,57:00,53:00,49:00,nordic-walking-7-5-km,,4,catalog_inference,202604_20_-_24_M.pdf,5,,,,,,,,,,,,
discipline_requirement,,2026,20,24,M,Ausdauer,5,Schwimmen 800 m,Schwimmen 800 m,,number,lower,1330,1170,985,22:10,19:30,16:25,schwimmen-800-m,,5,catalog_inference,202604_20_-_24_M.pdf,6,,,,,,,,,,,,
discipline_requirement,,2026,20,24,M,Ausdauer,6,Radfahren 20 km,Radfahren 20 km,,number,lower,2790,2520,2250,46:30,42:00,37:30,radfahren-20-km,,6,catalog_inference,202604_20_-_24_M.pdf,7,,,,,,,,,,,,
discipline_requirement,,2026,20,24,M,Kraft,2,Medizinball 2 kg,Medizinball 2 kg,,number,higher,11,13.5,14.5,"11,00","13,50","14,50",medizinball-2-kg,,2,catalog_inference,202604_20_-_24_M.pdf,8,,,,,,,,,,,,
discipline_requirement,,2026,20,24,M,Kraft,3,"Kugelstoßen 7, 26 kg","Kugelstoßen 7, 26 kg",,number,higher,7.75,8.5,9,"7,75","8,50","9,00",kugelstossen-7-26-kg,,3,catalog_inference,202604_20_-_24_M.pdf,9,,,,,,,,,,,,
discipline_requirement,,2026,20,24,M,Kraft,4,Steinstoßen 15 kg jew. bester Stoß re + li werden addiert,Steinstoßen 15 kg jew. bester Stoß re + li werden addiert,,number,higher,7.7,8.65,9.55,"7,70","8,65","9,55",steinstossen-15-kg-jew-bester-stoss-re-li-werden-addiert,,4,catalog_inference,202604_20_-_24_M.pdf,10,,,,,,,,,,,,
discipline_requirement,,2026,20,24,M,Kraft,5,Standweitsprung,Standweitsprung,,number,higher,2.1,2.3,2.5,"2,10","2,30","2,50",standweitsprung,,5,catalog_inference,202604_20_-_24_M.pdf,11,,,,,,,,,,,,
discipline_requirement,,2026,20,24,M,Kraft,6.2.6.1,Push-up Liegestützen,Push-up Liegestützen,,number,higher,23,33,47,23,33,47,push-up-liegestuetzen,6.2.6.1,,pdf,202604_20_-_24_M.pdf,13,,,,,,,,,,,,
discipline_requirement,,2026,20,24,M,Kraft,6.2.6.2,Crunches Bauchpresse,Crunches Bauchpresse,,number,higher,37,48,62,37,48,62,crunches-bauchpresse,6.2.6.2,,pdf,202604_20_-_24_M.pdf,14,,,,,,,,,,,,
discipline_requirement,,2026,20,24,M,Kraft,6.2.6.3,Triceps-Dips Beugestütz,Triceps-Dips Beugestütz,,number,higher,29,39,50,29,39,50,triceps-dips-beugestuetz,6.2.6.3,,pdf,202604_20_-_24_M.pdf,15,,,,,,,,,,,,
discipline_requirement,,2026,20,24,M,Kraft,6.2.6.4,Pull-ups Klimmzüge,Pull-ups Klimmzüge,,number,higher,5,12,16,5,12,16,pull-ups-klimmzuege,6.2.6.4,,pdf,202604_20_-_24_M.pdf,16,,,,,,,,,,,,
discipline_requirement,,2026,20,24,M,Kraft,6.2.7.6,Gerätturnen Reck Hüftaufschwung,Gerätturnen Reck Hüftaufschwung,,level,higher,1,2,3,1,2,3,geraetturnen-reck-hueftaufschwung,6.2.7.6,7,pdf,202604_20_-_24_M.pdf,12,,,,,,,,,,,,
discipline_requirement,,2026,20,24,M,Schnelligkeit,1,Laufen 100 m,Laufen 100 m,,number,lower,15.8,14.4,13,"15,8","14,4","13,0",laufen-100-m,,1,catalog_inference,202604_20_-_24_M.pdf,17,,,,,,,,,,,,
discipline_requirement,,2026,20,24,M,Schnelligkeit,2,Schwimmen 25 m,Schwimmen 25 m,,number,lower,27,22,15.5,"27,0","22,0","15,5",schwimmen-25-m,,2,catalog_inference,202604_20_-_24_M.pdf,18,,,,,,,,,,,,
discipline_requirement,,2026,20,24,M,Schnelligkeit,3,Radfahren 200 m,Radfahren 200 m,,number,lower,20,17.5,15,"20,0","17,5","15,0",radfahren-200-m,,3,catalog_inference,202604_20_-_24_M.pdf,19,,,,,,,,,,,,
discipline_requirement,,2026,20,24,M,Schnelligkeit,6.3.4.6,Gerätturnen Stütz-Sprungüberschlag,Gerätturnen Stütz-Sprungüberschlag,,level,higher,1,2,3,1,2,3,geraetturnen-stuetz-sprungueberschlag,6.3.4.6,4,pdf,202604_20_-_24_M.pdf,20,,,,,,,,,,,,
discipline_requirement,,2026,20,24,M,Koordination,1,Hochsprung,Hochsprung,,number,higher,1.35,1.45,1.55,"1,35","1,45","1,55",hochsprung,,1,catalog_inference,202604_20_-_24_M.pdf,21,,,,,,,,,,,,
discipline_requirement,,2026,20,24,M,Koordination,2,Weitsprung,Weitsprung,,number,higher,4.4,4.7,5,"4,40","4,70","5,00",weitsprung,,2,catalog_inference,202604_20_-_24_M.pdf,22,,,,,,,,,,,,
discipline_requirement,,2026,20,24,M,Koordination,5,Schleuderball 1 kg,Schleuderball 1 kg,,number,higher,33,38,42,"33,00","38,00","42,00",schleuderball-1-kg,,5,catalog_inference,202604_20_-_24_M.pdf,23,,,,,,,,,,,,
discipline_requirement,,2026,20,24,M,Koordination,6,Seilspringen Doppeldurchschlag,Seilspringen Doppeldurchschlag,,number,higher,5,10,15,5,10,15,seilspringen-doppeldurchschlag,,6,catalog_inference,202604_20_-_24_M.pdf,24,,,,,,,,,,,,
discipline_requirement,,2026,20,24,M,Koordination,6.4.7.1,Ball umgreifen,Ball umgreifen,,number,higher,39,47,56,39,47,56,ball-umgreifen,6.4.7.1,6.4.7.1,pdf,202604_20_-_24_M.pdf,28,,,,,,,,,,,,
discipline_requirement,,2026,20,24,M,Koordination,6.4.7.2,Kick-Fangen,Kick-Fangen,,number,higher,15,19,22,15,19,22,kick-fangen,6.4.7.2,6.4.7.2,pdf,202604_20_-_24_M.pdf,29,,,,,,,,,,,,
discipline_requirement,,2026,20,24,M,Koordination,6.4.7.3,Koordinations-T-Lauf,Koordinations-T-Lauf,,number,lower,13,11.5,10,"13,0","11,5","10,0",koordinations-t-lauf,6.4.7.3,6.4.7.3,pdf,202604_20_-_24_M.pdf,30,,,,,,,,,,,,
discipline_requirement,,2026,20,24,M,Koordination,6.4.7.4,Koordinationsleiter (Zwei-Eins Doppel),Koordinationsleiter,Zwei-Eins Doppel,number,lower,41.4,38,34.6,"41,4","38,0","34,6",koordinationsleiter-zwei-eins-doppel,6.4.7.4,6.4.7.4,pdf,202604_20_-_24_M.pdf,32,,,,,,,,,,,,
discipline_requirement,,2026,20,24,M,Koordination,6.4.8.6,Gerätturnen Strecksprung mit Drehung,Gerätturnen Strecksprung mit Drehung,,level,higher,1,2,3,1,2,3,geraetturnen-strecksprung-mit-drehung,6.4.8.6,7,pdf,202604_20_-_24_M.pdf,26,,,,,,,,,,,,
discipline_requirement,,2026,20,24,W,Ausdauer,1,Laufen 3.000 m,Laufen 3.000 m,,number,lower,1220,1100,980,20:20,18:20,16:20,laufen-3-000-m,,1,catalog_inference,202604_20_-_24_W.pdf,2,,,,,,,,,,,,
discipline_requirement,,2026,20,24,W,Ausdauer,2,10 km Lauf,10 km Lauf,,number,lower,5010,4610,4290,83:30,76:50,71:30,10-km-lauf,,2,catalog_inference,202604_20_-_24_W.pdf,3,,,,,,,,,,,,
discipline_requirement,,2026,20,24,W,Ausdauer,4,"Nordic-Walking 7, 5 km","Nordic-Walking 7, 5 km",,number,lower,3990,3780,3600,66:30,63:00,60:00,nordic-walking-7-5-km,,4,catalog_inference,202604_20_-_24_W.pdf,5,,,,,,,,,,,,
discipline_requirement,,2026,20,24,W,Ausdauer,5,Schwimmen 800 m,Schwimmen 800 m,,number,lower,1415,1250,1080,23:35,20:50,18:00,schwimmen-800-m,,5,catalog_inference,202604_20_-_24_W.pdf,6,,,,,,,,,,,,
discipline_requirement,,2026,20,24,W,Ausdauer,6,Radfahren 20 km,Radfahren 20 km,,number,lower,3420,3090,2730,57:00,51:30,45:30,radfahren-20-km,,6,catalog_inference,202604_20_-_24_W.pdf,7,,,,,,,,,,,,
discipline_requirement,,2026,20,24,W,Kraft,2,Medizinball 2 kg,Medizinball 2 kg,,number,higher,8,9,10,"8,00","9,00","10,00",medizinball-2-kg,,2,catalog_inference,202604_20_-_24_W.pdf,8,,,,,,,,,,,,
discipline_requirement,,2026,20,24,W,Kraft,3,Kugelstoßen 4 kg,Kugelstoßen 4 kg,,number,higher,6.5,7,7.5,"6,50","7,00","7,50",kugelstossen-4-kg,,3,catalog_inference,202604_20_-_24_W.pdf,9,,,,,,,,,,,,
discipline_requirement,,2026,20,24,W,Kraft,4,Steinstoßen 5 kg jew. bester Stoß re + li werden addiert,Steinstoßen 5 kg jew. bester Stoß re + li werden addiert,,number,higher,10.8,11.4,12,"10,80","11,40","12,00",steinstossen-5-kg-jew-bester-stoss-re-li-werden-addiert,,4,catalog_inference,202604_20_-_24_W.pdf,10,,,,,,,,,,,,
discipline_requirement,,2026,20,24,W,Kraft,5,Standweitsprung,Standweitsprung,,number,higher,1.6,1.8,2,"1,60","1,80","2,00",standweitsprung,,5,catalog_inference,202604_20_-_24_W.pdf,11,,,,,,,,,,,,
discipline_requirement,,2026,20,24,W,Kraft,6.2.6.1,Push-up Liegestützen,Push-up Liegestützen,,number,higher,8,11,17,8,11,17,push-up-liegestuetzen,6.2.6.1,,pdf,202604_20_-_24_W.pdf,13,,,,,,,,,,,,
discipline_requirement,,2026,20,24,W,Kraft,6.2.6.2,Crunches Bauchpresse,Crunches Bauchpresse,,number,higher,32,41,53,32,41,53,crunches-bauchpresse,6.2.6.2,,pdf,202604_20_-_24_W.pdf,14,,,,,,,,,,,,
discipline_requirement,,2026,20,24,W,Kraft,6.2.6.3,Triceps-Dips Beugestütz,Triceps-Dips Beugestütz,,number,higher,16,21,27,16,21,27,triceps-dips-beugestuetz,6.2.6.3,,pdf,202604_20_-_24_W.pdf,15,,,,,,,,,,,,
discipline_requirement,,2026,20,24,W,Kraft,6.2.6.4,Pull-ups Klimmzüge,Pull-ups Klimmzüge,,number,higher,1,4,6,1,4,6,pull-ups-klimmzuege,6.2.6.4,,pdf,202604_20_-_24_W.pdf,16,,,,,,,,,,,,
discipline_requirement,,2026,20,24,W,Kraft,6.2.7.6,Gerätturnen Reck Hüftaufschwung,Gerätturnen Reck Hüftaufschwung,,level,higher,1,2,3,1,2,3,geraetturnen-reck-hueftaufschwung,6.2.7.6,7,pdf,202604_20_-_24_W.pdf,12,,,,,,,,,,,,
discipline_requirement,,2026,20,24,W,Schnelligkeit,1,Laufen 100 m,Laufen 100 m,,number,lower,18.5,16.8,15.6,"18,5","16,8","15,6",laufen-100-m,,1,catalog_inference,202604_20_-_24_W.pdf,17,,,,,,,,,,,,
discipline_requirement,,2026,20,24,W,Schnelligkeit,2,Schwimmen 25 m,Schwimmen 25 m,,number,lower,29,24,18.5,"29,0","24,0","18,5",schwimmen-25-m,,2,catalog_inference,202604_20_-_24_W.pdf,18,,,,,,,,,,,,
discipline_requirement,,2026,20,24,W,Schnelligkeit,3,Radfahren 200 m,Radfahren 200 m,,number,lower,24.5,22,19.5,"24,5","22,0","19,5",radfahren-200-m,,3,catalog_inference,202604_20_-_24_W.pdf,19,,,,,,,,,,,,
discipline_requirement,,2026,20,24,W,Schnelligkeit,6.3.4.6,Gerätturnen Stütz-Sprungüberschlag,Gerätturnen Stütz-Sprungüberschlag,,level,higher,1,2,3,1,2,3,geraetturnen-stuetz-sprungueberschlag,6.3.4.6,4,pdf,202604_20_-_24_W.pdf,20,,,,,,,,,,,,
discipline_requirement,,2026,20,24,W,Koordination,1,Hochsprung,Hochsprung,,number,higher,1.1,1.2,1.3,"1,10","1,20","1,30",hochsprung,,1,catalog_inference,202604_20_-_24_W.pdf,21,,,,,,,,,,,,
discipline_requirement,,2026,20,24,W,Koordination,2,Weitsprung,Weitsprung,,number,higher,3.4,3.7,4,"3,40","3,70","4,00",weitsprung,,2,catalog_inference,202604_20_-_24_W.pdf,22,,,,,,,,,,,,
discipline_requirement,,2026,20,24,W,Koordination,5,Schleuderball 1 kg,Schleuderball 1 kg,,number,higher,24,27,29.5,"24,00","27,00","29,50",schleuderball-1-kg,,5,catalog_inference,202604_20_-_24_W.pdf,23,,,,,,,,,,,,
discipline_requirement,,2026,20,24,W,Koordination,6,Seilspringen Doppeldurchschlag,Seilspringen Doppeldurchschlag,,number,higher,5,10,15,5,10,15,seilspringen-doppeldurchschlag,,6,catalog_inference,202604_20_-_24_W.pdf,24,,,,,,,,,,,,
discipline_requirement,,2026,20,24,W,Koordination,6.4.7.1,Ball umgreifen,Ball umgreifen,,number,higher,32,40,48,32,40,48,ball-umgreifen,6.4.7.1,6.4.7.1,pdf,202604_20_-_24_W.pdf,28,,,,,,,,,,,,
discipline_requirement,,2026,20,24,W,Koordination,6.4.7.2,Kick-Fangen,Kick-Fangen,,number,higher,9,12,15,9,12,15,kick-fangen,6.4.7.2,6.4.7.2,pdf,202604_20_-_24_W.pdf,29,,,,,,,,,,,,
discipline_requirement,,2026,20,24,W,Koordination,6.4.7.3,Koordinations-T-Lauf,Koordinations-T-Lauf,,number,lower,13.8,12.4,10.8,"13,8","12,4","10,8",koordinations-t-lauf,6.4.7.3,6.4.7.3,pdf,202604_20_-_24_W.pdf,30,,,,,,,,,,,,
discipline_requirement,,2026,20,24,W,Koordination,6.4.7.4,Koordinationsleiter (Zwei-Eins Doppel),Koordinationsleiter,Zwei-Eins Doppel,number,lower,41.4,38,34.6,"41,4","38,0","34,6",koordinationsleiter-zwei-eins-doppel,6.4.7.4,6.4.7.4,pdf,202604_20_-_24_W.pdf,32,,,,,,,,,,,,
discipline_requirement,,2026,20,24,W,Koordination,6.4.8.6,Gerätturnen Strecksprung mit Drehung,Gerätturnen Strecksprung mit Drehung,,level,higher,1,2,3,1,2,3,geraetturnen-strecksprung-mit-drehung,6.4.8.6,7,pdf,202604_20_-_24_W.pdf,26,,,,,,,,,,,,
discipline_requirement,,2026,25,29,M,Ausdauer,1,Laufen 3.000 m,Laufen 3.000 m,,number,lower,1060,940,820,17:40,15:40,13:40,laufen-3-000-m,,1,catalog_inference,202604_25_-_29_M.pdf,2,,,,,,,,,,,,
discipline_requirement,,2026,25,29,M,Ausdauer,2,10 km Lauf,10 km Lauf,,number,lower,3960,3560,3120,66:00,59:20,52:00,10-km-lauf,,2,catalog_inference,202604_25_-_29_M.pdf,3,,,,,,,,,,,,
discipline_requirement,,2026,25,29,M,Ausdauer,4,"Nordic-Walking 7, 5 km","Nordic-Walking 7, 5 km",,number,lower,3510,3270,3030,58:30,54:30,50:30,nordic-walking-7-5-km,,4,catalog_inference,202604_25_-_29_M.pdf,5,,,,,,,,,,,,
discipline_requirement,,2026,25,29,M,Ausdauer,5,Schwimmen 800 m,Schwimmen 800 m,,number,lower,1390,1200,1020,23:10,20:00,17:00,schwimmen-800-m,,5,catalog_inference,202604_25_-_29_M.pdf,6,,,,,,,,,,,,
discipline_requirement,,2026,25,29,M,Ausdauer,6,Radfahren 20 km,Radfahren 20 km,,number,lower,3000,2670,2340,50:00,44:30,39:00,radfahren-20-km,,6,catalog_inference,202604_25_-_29_M.pdf,7,,,,,,,,,,,,
discipline_requirement,,2026,25,29,M,Kraft,2,Medizinball 2 kg,Medizinball 2 kg,,number,higher,10.5,13,14.5,"10,50","13,00","14,50",medizinball-2-kg,,2,catalog_inference,202604_25_-_29_M.pdf,8,,,,,,,,,,,,
discipline_requirement,,2026,25,29,M,Kraft,3,"Kugelstoßen 7, 26 kg","Kugelstoßen 7, 26 kg",,number,higher,7.5,8.25,8.75,"7,50","8,25","8,75",kugelstossen-7-26-kg,,3,catalog_inference,202604_25_-_29_M.pdf,9,,,,,,,,,,,,
discipline_requirement,,2026,25,29,M,Kraft,4,Steinstoßen 15 kg jew. bester Stoß re + li werden addiert,Steinstoßen 15 kg jew. bester Stoß re + li werden addiert,,number,higher,7.45,8.45,9.45,"7,45","8,45","9,45",steinstossen-15-kg-jew-bester-stoss-re-li-werden-addiert,,4,catalog_inference,202604_25_-_29_M.pdf,10,,,,,,,,,,,,
discipline_requirement,,2026,25,29,M,Kraft,5,Standweitsprung,Standweitsprung,,number,higher,2.05,2.25,2.45,"2,05","2,25","2,45",standweitsprung,,5,catalog_inference,202604_25_-_29_M.pdf,11,,,,,,,,,,,,
discipline_requirement,,2026,25,29,M,Kraft,6.2.6.1,Push-up Liegestützen,Push-up Liegestützen,,number,higher,22,32,46,22,32,46,push-up-liegestuetzen,6.2.6.1,,pdf,202604_25_-_29_M.pdf,13,,,,,,,,,,,,
discipline_requirement,,2026,25,29,M,Kraft,6.2.6.2,Crunches Bauchpresse,Crunches Bauchpresse,,number,higher,36,47,61,36,47,61,crunches-bauchpresse,6.2.6.2,,pdf,202604_25_-_29_M.pdf,14,,,,,,,,,,,,
discipline_requirement,,2026,25,29,M,Kraft,6.2.6.3,Triceps-Dips Beugestütz,Triceps-Dips Beugestütz,,number,higher,28,38,50,28,38,50,triceps-dips-beugestuetz,6.2.6.3,,pdf,202604_25_-_29_M.pdf,15,,,,,,,,,,,,
discipline_requirement,,2026,25,29,M,Kraft,6.2.6.4,Pull-ups Klimmzüge,Pull-ups Klimmzüge,,number,higher,5,12,16,5,12,16,pull-ups-klimmzuege,6.2.6.4,,pdf,202604_25_-_29_M.pdf,16,,,,,,,,,,,,
discipline_requirement,,2026,25,29,M,Kraft,6.2.7.6,Gerätturnen Reck Hüftaufschwung,Gerätturnen Reck Hüftaufschwung,,level,higher,1,2,3,1,2,3,geraetturnen-reck-hueftaufschwung,6.2.7.6,7,pdf,202604_25_-_29_M.pdf,12,,,,,,,,,,,,
discipline_requirement,,2026,25,29,M,Schnelligkeit,1,Laufen 100 m,Laufen 100 m,,number,lower,16.3,14.8,13.3,"16,3","14,8","13,3",laufen-100-m,,1,catalog_inference,202604_25_-_29_M.pdf,17,,,,,,,,,,,,
discipline_requirement,,2026,25,29,M,Schnelligkeit,2,Schwimmen 25 m,Schwimmen 25 m,,number,lower,29,23,16.5,"29,0","23,0","16,5",schwimmen-25-m,,2,catalog_inference,202604_25_-_29_M.pdf,18,,,,,,,,,,,,
discipline_requirement,,2026,25,29,M,Schnelligkeit,3,Radfahren 200 m,Radfahren 200 m,,number,lower,21,18,15,"21,0","18,0","15,0",radfahren-200-m,,3,catalog_inference,202604_25_-_29_M.pdf,19,,,,,,,,,,,,
discipline_requirement,,2026,25,29,M,Schnelligkeit,6.3.4.6,Gerätturnen Stütz-Sprungüberschlag,Gerätturnen Stütz-Sprungüberschlag,,level,higher,1,2,3,1,2,3,geraetturnen-stuetz-sprungueberschlag,6.3.4.6,4,pdf,202604_25_-_29_M.pdf,20,,,,,,,,,,,,
discipline_requirement,,2026,25,29,M,Koordination,1,Hochsprung,Hochsprung,,number,higher,1.3,1.4,1.5,"1,30","1,40","1,50",hochsprung,,1,catalog_inference,202604_25_-_29_M.pdf,21,,,,,,,,,,,,
discipline_requirement,,2026,25,29,M,Koordination,2,Weitsprung,Weitsprung,,number,higher,4.3,4.6,4.9,"4,30","4,60","4,90",weitsprung,,2,catalog_inference,202604_25_-_29_M.pdf,22,,,,,,,,,,,,
discipline_requirement,,2026,25,29,M,Koordination,5,Schleuderball 1 kg,Schleuderball 1 kg,,number,higher,32.5,37.5,41.5,"32,50","37,50","41,50",schleuderball-1-kg,,5,catalog_inference,202604_25_-_29_M.pdf,23,,,,,,,,,,,,
discipline_requirement,,2026,25,29,M,Koordination,6,Seilspringen Doppeldurchschlag,Seilspringen Doppeldurchschlag,,number,higher,5,10,15,5,10,15,seilspringen-doppeldurchschlag,,6,catalog_inference,202604_25_-_29_M.pdf,24,,,,,,,,,,,,
discipline_requirement,,2026,25,29,M,Koordination,6.4.7.1,Ball umgreifen,Ball umgreifen,,number,higher,38,46,55,38,46,55,ball-umgreifen,6.4.7.1,6.4.7.1,pdf,202604_25_-_29_M.pdf,28,,,,,,,,,,,,
discipline_requirement,,2026,25,29,M,Koordination,6.4.7.2,Kick-Fangen,Kick-Fangen,,number,higher,14,18,21,14,18,21,kick-fangen,6.4.7.2,6.4.7.2,pdf,202604_25_-_29_M.pdf,29,,,,,,,,,,,,
discipline_requirement,,2026,25,29,M,Koordination,6.4.7.3,Koordinations-T-Lauf,Koordinations-T-Lauf,,number,lower,13.3,11.8,10.3,"13,3","11,8","10,3",koordinations-t-lauf,6.4.7.3,6.4.7.3,pdf,202604_25_-_29_M.pdf,30,,,,,,,,,,,,
discipline_requirement,,2026,25,29,M,Koordination,6.4.7.4,Koordinationsleiter (Zwei-Eins Doppel),Koordinationsleiter,Zwei-Eins Doppel,number,lower,41.4,38,34.6,"41,4","38,0","34,6",koordinationsleiter-zwei-eins-doppel,6.4.7.4,6.4.7.4,pdf,202604_25_-_29_M.pdf,32,,,,,,,,,,,,
discipline_requirement,,2026,25,29,M,Koordination,6.4.8.6,Gerätturnen Strecksprung mit Drehung,Gerätturnen Strecksprung mit Drehung,,level,higher,1,2,3,1,2,3,geraetturnen-strecksprung-mit-drehung,6.4.8.6,7,pdf,202604_25_-_29_M.pdf,26,,,,,,,,,,,,
discipline_requirement,,2026,25,29,W,Ausdauer,1,Laufen 3.000 m,Laufen 3.000 m,,number,lower,1240,1120,1000,20:40,18:40,16:40,laufen-3-000-m,,1,catalog_inference,202604_25_-_29_W.pdf,1,,,,,,,,,,,,
discipline_requirement,,2026,25,29,W,Ausdauer,2,10 km Lauf,10 km Lauf,,number,lower,5010,4610,4260,83:30,76:50,71:00,10-km-lauf,,2,catalog_inference,202604_25_-_29_W.pdf,2,,,,,,,,,,,,
discipline_requirement,,2026,25,29,W,Ausdauer,4,"Nordic-Walking 7, 5 km","Nordic-Walking 7, 5 km",,number,lower,4020,3810,3600,67:00,63:30,60:00,nordic-walking-7-5-km,,4,catalog_inference,202604_25_-_29_W.pdf,4,,,,,,,,,,,,
discipline_requirement,,2026,25,29,W,Ausdauer,5,Schwimmen 800 m,Schwimmen 800 m,,number,lower,1530,1265,1120,25:30,21:05,18:40,schwimmen-800-m,,5,catalog_inference,202604_25_-_29_W.pdf,5,,,,,,,,,,,,
discipline_requirement,,2026,25,29,W,Ausdauer,6,Radfahren 20 km,Radfahren 20 km,,number,lower,3360,3030,2700,56:00,50:30,45:00,radfahren-20-km,,6,catalog_inference,202604_25_-_29_W.pdf,6,,,,,,,,,,,,
discipline_requirement,,2026,25,29,W,Kraft,2,Medizinball 2 kg,Medizinball 2 kg,,number,higher,8,9,10,"8,00","9,00","10,00",medizinball-2-kg,,2,catalog_inference,202604_25_-_29_W.pdf,7,,,,,,,,,,,,
discipline_requirement,,2026,25,29,W,Kraft,3,Kugelstoßen 4 kg,Kugelstoßen 4 kg,,number,higher,6.5,7,7.5,"6,50","7,00","7,50",kugelstossen-4-kg,,3,catalog_inference,202604_25_-_29_W.pdf,8,,,,,,,,,,,,
