recordType,extensionId,year,ageMin,ageMax,gender,category,disciplineCode,disciplineName,disciplineBaseName,disciplineVariant,unit,better,bronze,silver,gold,bronzeRaw,silverRaw,goldRaw,disciplineKey,disciplineCodePdf,catalogCode,codeOrigin,sourceFile,sourceRow,extensionType,description,minLevel,distanceM,durationMin,maxTimeSec,organization,ageRule,validityYears,acquisitionYearOnly,mandatoryInFirstAcquisitionYear,policyValue
discipline_requirement,,2026,6,7,M,Ausdauer,1,Laufen 800 m,Laufen 800 m,,number,lower,340,300,255,5:40,5:00,4:15,laufen-800-m,,1,catalog_inference,202604_6_-_7_M.pdf,1,,,,,,,,,,,,
discipline_requirement,,2026,6,7,M,Ausdauer,3,Dauer-/ Geländelauf,Dauer-/ Geländelauf,,number,higher,600,900,1200,10:00,15:00,20:00,dauer-gelaendelauf,,3,catalog_inference,202604_6_-_7_M.pdf,3,,,,,,,,,,,,
discipline_requirement,,2026,6,7,M,Ausdauer,5,Schwimmen 200 m,Schwimmen 200 m,,number,lower,540,440,370,9:00,7:20,6:10,schwimmen-200-m,,5,catalog_inference,202604_6_-_7_M.pdf,5,,,,,,,,,,,,
discipline_requirement,,2026,6,7,M,Kraft,1,Schlagball 80 gr,Schlagball 80 gr,,number,higher,12,15,17,"12,00","15,00","17,00",schlagball-80-gr,,1,catalog_inference,202604_6_-_7_M.pdf,8,,,,,,,,,,,,
discipline_requirement,,2026,6,7,M,Kraft,2,Medizinball 1 kg,Medizinball 1 kg,,number,higher,2.5,3.5,4.5,"2,50","3,50","4,50",medizinball-1-kg,,2,catalog_inference,202604_6_-_7_M.pdf,9,,,,,,,,,,,,
discipline_requirement,,2026,6,7,M,Kraft,5,Standweitsprung,Standweitsprung,,number,higher,1.15,1.35,1.5,"1,15","1,35","1,50",standweitsprung,,5,catalog_inference,202604_6_-_7_M.pdf,10,,,,,,,,,,,,
discipline_requirement,,2026,6,7,M,Kraft,6.2.7.1,Gerätturnen Kopfstand,Gerätturnen Kopfstand,,level,higher,1,2,3,1,2,3,geraetturnen-kopfstand,6.2.7.1,7,pdf,202604_6_-_7_M.pdf,12,,,,,,,,,,,,
discipline_requirement,,2026,6,7,M,Schnelligkeit,1,Laufen 30 m,Laufen 30 m,,number,lower,7.7,6.8,6,"7,7","6,8","6,0",laufen-30-m,,1,catalog_inference,202604_6_-_7_M.pdf,13,,,,,,,,,,,,
discipline_requirement,,2026,6,7,M,Schnelligkeit,2,Schwimmen 25 m,Schwimmen 25 m,,number,lower,46,38,30,"46,0","38,0","30,0",schwimmen-25-m,,2,catalog_inference,202604_6_-_7_M.pdf,14,,,,,,,,,,,,
discipline_requirement,,2026,6,7,M,Schnelligkeit,6.3.4.1,Gerätturnen Sprungaufhocken,Gerätturnen Sprungaufhocken,,level,higher,1,2,3,1,2,3,geraetturnen-sprungaufhocken,6.3.4.1,4,pdf,202604_6_-_7_M.pdf,15,,,,,,,,,,,,
discipline_requirement,,2026,6,7,M,Koordination,3,Zonenweitsprung 3 von 4 Wertung nach Punkten,Zonenweitsprung 3 von 4 Wertung nach Punkten,,number,higher,18,21,24,18,21,24,zonenweitsprung-3-von-4-wertung-nach-punkten,,3,catalog_inference,202604_6_-_7_M.pdf,16,,,,,,,,,,,,
discipline_requirement,,2026,6,7,M,Koordination,4,"Drehwurf, 3 von 4 Wertung nach Punkten","Drehwurf, 3 von 4 Wertung nach Punkten",,number,higher,15,18,24,15,18,24,drehwurf-3-von-4-wertung-nach-punkten,,4,catalog_inference,202604_6_-_7_M.pdf,18,,,,,,,,,,,,
discipline_requirement,,2026,6,7,M,Koordination,6,Seilspringen Grundsprung vorwärts oder Galoppsprung,Seilspringen Grundsprung vorwärts oder Galoppsprung,,number,higher,10,15,25,10,15,25,seilspringen-grundsprung-vorwaerts-oder-galoppsprung,,6,catalog_inference,202604_6_-_7_M.pdf,19,,,,,,,,,,,,
discipline_requirement,,2026,6,7,M,Koordination,6.4.7.1,Ball umgreifen,Ball umgreifen,,number,higher,6,10,14,6,10,14,ball-umgreifen,6.4.7.1,6.4.7.1,pdf,202604_6_-_7_M.pdf,22,,,,,,,,,,,,
discipline_requirement,,2026,6,7,M,Koordination,6.4.7.2,Kick-Fangen,Kick-Fangen,,number,higher,4,7,11,4,7,11,kick-fangen,6.4.7.2,6.4.7.2,pdf,202604_6_-_7_M.pdf,23,,,,,,,,,,,,
discipline_requirement,,2026,6,7,M,Koordination,6.4.7.3,Koordinations-T-Lauf,Koordinations-T-Lauf,,number,lower,20.6,19.1,17.6,"20,6","19,1","17,6",koordinations-t-lauf,6.4.7.3,6.4.7.3,pdf,202604_6_-_7_M.pdf,24,,,,,,,,,,,,
discipline_requirement,,2026,6,7,M,Koordination,6.4.7.4,Koordinationsleiter (Doppelschritt),Koordinationsleiter,Doppelschritt,number,lower,31.9,28.5,25.1,"31,9","28,5","25,1",koordinationsleiter-doppelschritt,6.4.7.4,6.4.7.4,pdf,202604_6_-_7_M.pdf,26,,,,,,,,,,,,
discipline_requirement,,2026,6,7,M,Koordination,6.4.8.1,Gerätturnen Schwebebalken,Gerätturnen Schwebebalken,,level,higher,1,2,3,1,2,3,geraetturnen-schwebebalken,6.4.8.1,7,pdf,202604_6_-_7_M.pdf,21,,,,,,,,,,,,
discipline_requirement,,2026,6,7,W,Ausdauer,1,Laufen 800 m,Laufen 800 m,,number,lower,340,300,255,5:40,5:00,4:15,laufen-800-m,,1,catalog_inference,202604_6_-_7_W.pdf,1,,,,,,,,,,,,
discipline_requirement,,2026,6,7,W,Ausdauer,3,Dauer-/ Geländelauf,Dauer-/ Geländelauf,,number,higher,480,720,1020,8:00,12:00,17:00,dauer-gelaendelauf,,3,catalog_inference,202604_6_-_7_W.pdf,3,,,,,,,,,,,,
discipline_requirement,,2026,6,7,W,Ausdauer,5,Schwimmen 200 m,Schwimmen 200 m,,number,lower,540,460,380,9:00,7:40,6:20,schwimmen-200-m,,5,catalog_inference,202604_6_-_7_W.pdf,5,,,,,,,,,,,,
discipline_requirement,,2026,6,7,W,Kraft,1,Schlagball 80 gr,Schlagball 80 gr,,number,higher,6,9,12,"6,00","9,00","12,00",schlagball-80-gr,,1,catalog_inference,202604_6_-_7_W.pdf,7,,,,,,,,,,,,
discipline_requirement,,2026,6,7,W,Kraft,2,Medizinball 1 kg,Medizinball 1 kg,,number,higher,2.5,3.5,4.5,"2,50","3,50","4,50",medizinball-1-kg,,2,catalog_inference,202604_6_-_7_W.pdf,8,,,,,,,,,,,,
discipline_requirement,,2026,6,7,W,Kraft,5,Standweitsprung,Standweitsprung,,number,higher,1.05,1.25,1.4,"1,05","1,25","1,40",standweitsprung,,5,catalog_inference,202604_6_-_7_W.pdf,9,,,,,,,,,,,,
discipline_requirement,,2026,6,7,W,Kraft,6.2.7.1,Gerätturnen Kopfstand,Gerätturnen Kopfstand,,level,higher,1,2,3,1,2,3,geraetturnen-kopfstand,6.2.7.1,7,pdf,202604_6_-_7_W.pdf,11,,,,,,,,,,,,
discipline_requirement,,2026,6,7,W,Schnelligkeit,1,Laufen 30 m,Laufen 30 m,,number,lower,8,7.1,6.3,"8,0","7,1","6,3",laufen-30-m,,1,catalog_inference,202604_6_-_7_W.pdf,12,,,,,,,,,,,,
discipline_requirement,,2026,6,7,W,Schnelligkeit,2,Schwimmen 25 m,Schwimmen 25 m,,number,lower,46.5,38.5,30.5,"46,5","38,5","30,5",schwimmen-25-m,,2,catalog_inference,202604_6_-_7_W.pdf,13,,,,,,,,,,,,
discipline_requirement,,2026,6,7,W,Schnelligkeit,6.3.4.1,Gerätturnen Sprungaufhocken,Gerätturnen Sprungaufhocken,,level,higher,1,2,3,1,2,3,geraetturnen-sprungaufhocken,6.3.4.1,4,pdf,202604_6_-_7_W.pdf,14,,,,,,,,,,,,
discipline_requirement,,2026,6,7,W,Koordination,3,Zonenweitsprung 3 von 4 Wertung nach Punkten,Zonenweitsprung 3 von 4 Wertung nach Punkten,,number,higher,18,21,24,18,21,24,zonenweitsprung-3-von-4-wertung-nach-punkten,,3,catalog_inference,202604_6_-_7_W.pdf,15,,,,,,,,,,,,
discipline_requirement,,2026,6,7,W,Koordination,4,"Drehwurf, 3 von 4 Wertung nach Punkten","Drehwurf, 3 von 4 Wertung nach Punkten",,number,higher,12,15,21,12,15,21,drehwurf-3-von-4-wertung-nach-punkten,,4,catalog_inference,202604_6_-_7_W.pdf,17,,,,,,,,,,,,
discipline_requirement,,2026,6,7,W,Koordination,6,Seilspringen Grundsprung vorwärts oder Galoppsprung,Seilspringen Grundsprung vorwärts oder Galoppsprung,,number,higher,10,15,25,10,15,25,seilspringen-grundsprung-vorwaerts-oder-galoppsprung,,6,catalog_inference,202604_6_-_7_W.pdf,18,,,,,,,,,,,,
discipline_requirement,,2026,6,7,W,Koordination,6.4.7.1,Ball umgreifen,Ball umgreifen,,number,higher,5,9,14,5,9,14,ball-umgreifen,6.4.7.1,6.4.7.1,pdf,202604_6_-_7_W.pdf,20,,,,,,,,,,,,
discipline_requirement,,2026,6,7,W,Koordination,6.4.7.2,Kick-Fangen,Kick-Fangen,,number,higher,3,5,7,3,5,7,kick-fangen,6.4.7.2,6.4.7.2,pdf,202604_6_-_7_W.pdf,21,,,,,,,,,,,,
discipline_requirement,,2026,6,7,W,Koordination,6.4.7.3,Koordinations-T-Lauf,Koordinations-T-Lauf,,number,lower,21.1,19.7,18.2,"21,1","19,7","18,2",koordinations-t-lauf,6.4.7.3,6.4.7.3,pdf,202604_6_-_7_W.pdf,22,,,,,,,,,,,,
discipline_requirement,,2026,6,7,W,Koordination,6.4.7.4,Koordinationsleiter (Doppelschritt),Koordinationsleiter,Doppelschritt,number,lower,31.9,28.5,25.1,"31,9","28,5","25,1",koordinationsleiter-doppelschritt,6.4.7.4,6.4.7.4,pdf,202604_6_-_7_W.pdf,24,,,,,,,,,,,,
discipline_requirement,,2026,6,7,W,Koordination,6.4.8.1,Gerätturnen Schwebebalken,Gerätturnen Schwebebalken,,level,higher,1,2,3,1,2,3,geraetturnen-schwebebalken,6.4.8.1,7,pdf,202604_6_-_7_W.pdf,19,,,,,,,,,,,,
discipline_requirement,,2026,8,9,M,Ausdauer,1,Laufen 800 m,Laufen 800 m,,number,lower,325,280,235,5:25,4:40,3:55,laufen-800-m,,1,catalog_inference,202604_8_-_9_M.pdf,1,,,,,,,,,,,,
discipline_requirement,,2026,8,9,M,Ausdauer,3,Dauer-/ Geländelauf,Dauer-/ Geländelauf,,number,higher,720,1020,1380,12:00,17:00,23:00,dauer-gelaendelauf,,3,catalog_inference,202604_8_-_9_M.pdf,3,,,,,,,,,,,,
discipline_requirement,,2026,8,9,M,Ausdauer,5,Schwimmen 200 m,Schwimmen 200 m,,number,lower,480,405,340,8:00,6:45,5:40,schwimmen-200-m,,5,catalog_inference,202604_8_-_9_M.pdf,4,,,,,,,,,,,,
discipline_requirement,,2026,8,9,M,Ausdauer,6,Radfahren 5 km,Radfahren 5 km,,number,lower,1590,1410,1230,26:30,23:30,20:30,radfahren-5-km,,6,catalog_inference,202604_8_-_9_M.pdf,5,,,,,,,,,,,,
discipline_requirement,,2026,8,9,M,Kraft,1,Schlagball 80 gr,Schlagball 80 gr,,number,higher,17,20,23,"17,00","20,00","23,00",schlagball-80-gr,,1,catalog_inference,202604_8_-_9_M.pdf,8,,,,,,,,,,,,
discipline_requirement,,2026,8,9,M,Kraft,2,Medizinball 1 kg,Medizinball 1 kg,,number,higher,3,4,5,"3,00","4,00","5,00",medizinball-1-kg,,2,catalog_inference,202604_8_-_9_M.pdf,9,,,,,,,,,,,,
discipline_requirement,,2026,8,9,M,Kraft,5,Standweitsprung,Standweitsprung,,number,higher,1.3,1.5,1.65,"1,30","1,50","1,65",standweitsprung,,5,catalog_inference,202604_8_-_9_M.pdf,10,,,,,,,,,,,,
discipline_requirement,,2026,8,9,M,Kraft,6.2.7.2,Gerätturnen Kerze/Nackenstand,Gerätturnen Kerze/Nackenstand,,level,higher,1,2,3,1,2,3,geraetturnen-kerze-nackenstand,6.2.7.2,7,pdf,202604_8_-_9_M.pdf,12,,,,,,,,,,,,
discipline_requirement,,2026,8,9,M,Schnelligkeit,1,Laufen 30 m,Laufen 30 m,,number,lower,7.2,6.4,5.7,"7,2","6,4","5,7",laufen-30-m,,1,catalog_inference,202604_8_-_9_M.pdf,13,,,,,,,,,,,,
discipline_requirement,,2026,8,9,M,Schnelligkeit,2,Schwimmen 25 m,Schwimmen 25 m,,number,lower,41,33,26,"41,0","33,0","26,0",schwimmen-25-m,,2,catalog_inference,202604_8_-_9_M.pdf,14,,,,,,,,,,,,
discipline_requirement,,2026,8,9,M,Schnelligkeit,3,Radfahren 200 m,Radfahren 200 m,,number,lower,38,33,28,"38,0","33,0","28,0",radfahren-200-m,,3,catalog_inference,202604_8_-_9_M.pdf,15,,,,,,,,,,,,
discipline_requirement,,2026,8,9,M,Schnelligkeit,6.3.4.2,Gerätturnen Schrittsprung,Gerätturnen Schrittsprung,,level,higher,1,2,3,1,2,3,geraetturnen-schrittsprung,6.3.4.2,4,pdf,202604_8_-_9_M.pdf,16,,,,,,,,,,,,
discipline_requirement,,2026,8,9,M,Koordination,3,Zonenweitsprung 3 von 4 Wertung nach Punkten,Zonenweitsprung 3 von 4 Wertung nach Punkten,,number,higher,27,30,33,27,30,33,zonenweitsprung-3-von-4-wertung-nach-punkten,,3,catalog_inference,202604_8_-_9_M.pdf,17,,,,,,,,,,,,
discipline_requirement,,2026,8,9,M,Koordination,4,"Drehwurf, 3 von 4 Wertung nach Punkten","Drehwurf, 3 von 4 Wertung nach Punkten",,number,higher,21,27,33,21,27,33,drehwurf-3-von-4-wertung-nach-punkten,,4,catalog_inference,202604_8_-_9_M.pdf,19,,,,,,,,,,,,
discipline_requirement,,2026,8,9,M,Koordination,6,Seilspringen Grundsprung vorwärts oder Galoppsprung,Seilspringen Grundsprung vorwärts oder Galoppsprung,,number,higher,10,15,25,10,15,25,seilspringen-grundsprung-vorwaerts-oder-galoppsprung,,6,catalog_inference,202604_8_-_9_M.pdf,20,,,,,,,,,,,,
discipline_requirement,,2026,8,9,M,Koordination,6.4.7.1,Ball umgreifen,Ball umgreifen,,number,higher,6,10,14,6,10,14,ball-umgreifen,6.4.7.1,6.4.7.1,pdf,202604_8_-_9_M.pdf,23,,,,,,,,,,,,
discipline_requirement,,2026,8,9,M,Koordination,6.4.7.2,Kick-Fangen,Kick-Fangen,,number,higher,4,7,11,4,7,11,kick-fangen,6.4.7.2,6.4.7.2,pdf,202604_8_-_9_M.pdf,24,,,,,,,,,,,,
discipline_requirement,,2026,8,9,M,Koordination,6.4.7.3,Koordinations-T-Lauf,Koordinations-T-Lauf,,number,lower,20.6,19.1,17.6,"20,6","19,1","17,6",koordinations-t-lauf,6.4.7.3,6.4.7.3,pdf,202604_8_-_9_M.pdf,25,,,,,,,,,,,,
discipline_requirement,,2026,8,9,M,Koordination,6.4.7.4,Koordinationsleiter (Doppelschritt),Koordinationsleiter,Doppelschritt,number,lower,31.9,28.5,25.1,"31,9","28,5","25,1",koordinationsleiter-doppelschritt,6.4.7.4,6.4.7.4,pdf,202604_8_-_9_M.pdf,27,,,,,,,,,,,,
discipline_requirement,,2026,8,9,M,Koordination,6.4.8.2,Gerätturnen Reck Hüftumschwung,Gerätturnen Reck Hüftumschwung,,level,higher,1,2,3,1,2,3,geraetturnen-reck-hueftumschwung,6.4.8.2,7,pdf,202604_8_-_9_M.pdf,22,,,,,,,,,,,,
discipline_requirement,,2026,8,9,W,Ausdauer,1,Laufen 800 m,Laufen 800 m,,number,lower,335,290,250,5:35,4:50,4:10,laufen-800-m,,1,catalog_inference,202604_8_-_9_W.pdf,1,,,,,,,,,,,,
discipline_requirement,,2026,8,9,W,Ausdauer,3,Dauer-/ Geländelauf,Dauer-/ Geländelauf,,number,higher,600,900,1200,10:00,15:00,20:00,dauer-gelaendelauf,,3,catalog_inference,202604_8_-_9_W.pdf,3,,,,,,,,,,,,
discipline_requirement,,2026,8,9,W,Ausdauer,5,Schwimmen 200 m,Schwimmen 200 m,,number,lower,480,420,355,8:00,7:00,5:55,schwimmen-200-m,,5,catalog_inference,202604_8_-_9_W.pdf,4,,,,,,,,,,,,
discipline_requirement,,2026,8,9,W,Ausdauer,6,Radfahren 5 km,Radfahren 5 km,,number,lower,1620,1440,1260,27:00,24:00,21:00,radfahren-5-km,,6,catalog_inference,202604_8_-_9_W.pdf,5,,,,,,,,,,,,
discipline_requirement,,2026,8,9,W,Kraft,1,Schlagball 80 gr,Schlagball 80 gr,,number,higher,9,12,15,"9,00","12,00","15,00",schlagball-80-gr,,1,catalog_inference,202604_8_-_9_W.pdf,8,,,,,,,,,,,,
discipline_requirement,,2026,8,9,W,Kraft,2,Medizinball 1 kg,Medizinball 1 kg,,number,higher,3,4,5,"3,00","4,00","5,00",medizinball-1-kg,,2,catalog_inference,202604_8_-_9_W.pdf,9,,,,,,,,,,,,
discipline_requirement,,2026,8,9,W,Kraft,5,Standweitsprung,Standweitsprung,,number,higher,1.15,1.3,1.5,"1,15","1,30","1,50",standweitsprung,,5,catalog_inference,202604_8_-_9_W.pdf,10,,,,,,,,,,,,
discipline_requirement,,2026,8,9,W,Kraft,6.2.7.2,Gerätturnen Kerze/Nackenstand,Gerätturnen Kerze/Nackenstand,,level,higher,1,2,3,1,2,3,geraetturnen-kerze-nackenstand,6.2.7.2,7,pdf,202604_8_-_9_W.pdf,12,,,,,,,,,,,,
discipline_requirement,,2026,8,9,W,Schnelligkeit,1,Laufen 30 m,Laufen 30 m,,number,lower,7.4,6.6,5.7,"7,4","6,6","5,7",laufen-30-m,,1,catalog_inference,202604_8_-_9_W.pdf,13,,,,,,,,,,,,
discipline_requirement,,2026,8,9,W,Schnelligkeit,2,Schwimmen 25 m,Schwimmen 25 m,,number,lower,42,34,28,"42,0","34,0","28,0",schwimmen-25-m,,2,catalog_inference,202604_8_-_9_W.pdf,14,,,,,,,,,,,,
discipline_requirement,,2026,8,9,W,Schnelligkeit,3,Radfahren 200 m,Radfahren 200 m,,number,lower,41,36,31,"41,0","36,0","31,0",radfahren-200-m,,3,catalog_inference,202604_8_-_9_W.pdf,15,,,,,,,,,,,,
discipline_requirement,,2026,8,9,W,Schnelligkeit,6.3.4.2,Gerätturnen Schrittsprung,Gerätturnen Schrittsprung,,level,higher,1,2,3,1,2,3,geraetturnen-schrittsprung,6.3.4.2,4,pdf,202604_8_-_9_W.pdf,16,,,,,,,,,,,,
discipline_requirement,,2026,8,9,W,Koordination,3,Zonenweitsprung 3 von 4 Wertung nach Punkten,Zonenweitsprung 3 von 4 Wertung nach Punkten,,number,higher,24,27,30,24,27,30,zonenweitsprung-3-von-4-wertung-nach-punkten,,3,catalog_inference,202604_8_-_9_W.pdf,17,,,,,,,,,,,,
discipline_requirement,,2026,8,9,W,Koordination,4,"Drehwurf, 3 von 4 Wertung nach Punkten","Drehwurf, 3 von 4 Wertung nach Punkten",,number,higher,18,21,27,18,21,27,drehwurf-3-von-4-wertung-nach-punkten,,4,catalog_inference,202604_8_-_9_W.pdf,19,,,,,,,,,,,,
discipline_requirement,,2026,8,9,W,Koordination,6,Seilspringen Grundsprung vorwärts oder Galoppsprung,Seilspringen Grundsprung vorwärts oder Galoppsprung,,number,higher,10,15,25,10,15,25,seilspringen-grundsprung-vorwaerts-oder-galoppsprung,,6,catalog_inference,202604_8_-_9_W.pdf,20,,,,,,,,,,,,
discipline_requirement,,2026,8,9,W,Koordination,6.4.7.1,Ball umgreifen,Ball umgreifen,,number,higher,5,9,14,5,9,14,ball-umgreifen,6.4.7.1,6.4.7.1,pdf,202604_8_-_9_W.pdf,23,,,,,,,,,,,,
discipline_requirement,,2026,8,9,W,Koordination,6.4.7.2,Kick-Fangen,Kick-Fangen,,number,higher,3,5,7,3,5,7,kick-fangen,6.4.7.2,6.4.7.2,pdf,202604_8_-_9_W.pdf,24,,,,,,,,,,,,
discipline_requirement,,2026,8,9,W,Koordination,6.4.7.3,Koordinations-T-Lauf,Koordinations-T-Lauf,,number,lower,21.1,19.7,18.2,"21,1","19,7","18,2",koordinations-t-lauf,6.4.7.3,6.4.7.3,pdf,202604_8_-_9_W.pdf,25,,,,,,,,,,,,
discipline_requirement,,2026,8,9,W,Koordination,6.4.7.4,Koordinationsleiter (Doppelschritt),Koordinationsleiter,Doppelschritt,number,lower,31.9,28.5,25.1,"31,9","28,5","25,1",koordinationsleiter-doppelschritt,6.4.7.4,6.4.7.4,pdf,202604_8_-_9_W.pdf,27,,,,,,,,,,,,
discipline_requirement,,2026,8,9,W,Koordination,6.4.8.2,Gerätturnen Reck Hüftumschwung,Gerätturnen Reck Hüftumschwung,,level,higher,1,2,3,1,2,3,geraetturnen-reck-hueftumschwung,6.4.8.2,7,pdf,202604_8_-_9_W.pdf,22,,,,,,,,,,,,
discipline_requirement,,2026,10,11,M,Ausdauer,1,Laufen 800 m,Laufen 800 m,,number,lower,305,260,215,5:05,4:20,3:35,laufen-800-m,,1,catalog_inference,202604_10_-11_M.pdf,1,,,,,,,,,,,,
discipline_requirement,,2026,10,11,M,Ausdauer,2,Radfahren 10 km,Radfahren 10 km,,number,lower,2910,2460,2010,48:30,41:00,33:30,radfahren-10-km,,2,catalog_inference,202604_10_-11_M.pdf,5,,,,,,,,,,,,
discipline_requirement,,2026,10,11,M,Ausdauer,3,Dauer-/ Geländelauf,Dauer-/ Geländelauf,,number,higher,1020,1500,2100,17:00,25:00,35:00,dauer-gelaendelauf,,3,catalog_inference,202604_10_-11_M.pdf,3,,,,,,,,,,,,
discipline_requirement,,2026,10,11,M,Ausdauer,5,Schwimmen 200 m,Schwimmen 200 m,,number,lower,420,380,310,7:00,6:20,5:10,schwimmen-200-m,,5,catalog_inference,202604_10_-11_M.pdf,4,,,,,,,,,,,,
discipline_requirement,,2026,10,11,M,Kraft,1,Schlagball 80 gr,Schlagball 80 gr,,number,higher,21,25,28,"21,00","25,00","28,00",schlagball-80-gr,,1,catalog_inference,202604_10_-11_M.pdf,8,,,,,,,,,,,,
discipline_requirement,,2026,10,11,M,Kraft,2,Medizinball 1 kg,Medizinball 1 kg,,number,higher,5.5,6.5,7.5,"5,50","6,50","7,50",medizinball-1-kg,,2,catalog_inference,202604_10_-11_M.pdf,9,,,,,,,,,,,,
discipline_requirement,,2026,10,11,M,Kraft,5,Standweitsprung,Standweitsprung,,number,higher,1.5,1.7,1.85,"1,50","1,70","1,85",standweitsprung,,5,catalog_inference,202604_10_-11_M.pdf,10,,,,,,,,,,,,
discipline_requirement,,2026,10,11,M,Kraft,6.2.7.3,Gerätturnen Barren Stützschwingen,Gerätturnen Barren Stützschwingen,,level,higher,1,2,3,1,2,3,geraetturnen-barren-stuetzschwingen,6.2.7.3,7,pdf,202604_10_-11_M.pdf,12,,,,,,,,,,,,
discipline_requirement,,2026,10,11,M,Schnelligkeit,1,Laufen 50 m,Laufen 50 m,,number,lower,10.3,9.3,8.4,"10,3","9,3","8,4",laufen-50-m,,1,catalog_inference,202604_10_-11_M.pdf,13,,,,,,,,,,,,
discipline_requirement,,2026,10,11,M,Schnelligkeit,2,Schwimmen 25 m,Schwimmen 25 m,,number,lower,36,29,22.5,"36,0","29,0","22,5",schwimmen-25-m,,2,catalog_inference,202604_10_-11_M.pdf,14,,,,,,,,,,,,
discipline_requirement,,2026,10,11,M,Schnelligkeit,3,Radfahren 200 m,Radfahren 200 m,,number,lower,35,30.5,26,"35,0","30,5","26,0",radfahren-200-m,,3,catalog_inference,202604_10_-11_M.pdf,15,,,,,,,,,,,,
discipline_requirement,,2026,10,11,M,Schnelligkeit,6.3.4.3,Gerätturnen Sprungrolle,Gerätturnen Sprungrolle,,level,higher,1,2,3,1,2,3,geraetturnen-sprungrolle,6.3.4.3,4,pdf,202604_10_-11_M.pdf,16,,,,,,,,,,,,
discipline_requirement,,2026,10,11,M,Koordination,1,Hochsprung,Hochsprung,,number,higher,0.85,0.95,1.05,"0,85","0,95",1.05,hochsprung,,1,catalog_inference,202604_10_-11_M.pdf,17,,,,,,,,,,,,
discipline_requirement,,2026,10,11,M,Koordination,2,Weitsprung,Weitsprung,,number,higher,2.6,2.9,3.2,"2,60","2,90","3,20",weitsprung,,2,catalog_inference,202604_10_-11_M.pdf,18,,,,,,,,,,,,
discipline_requirement,,2026,10,11,M,Koordination,4,"Drehwurf, 3 von 4 Wertung nach Punkten","Drehwurf, 3 von 4 Wertung nach Punkten",,number,higher,33,39,45,33,39,45,drehwurf-3-von-4-wertung-nach-punkten,,4,catalog_inference,202604_10_-11_M.pdf,19,,,,,,,,,,,,
discipline_requirement,,2026,10,11,M,Koordination,6,Seilspringen Grundsprung vorwärts ohne Zwischensprung,Seilspringen Grundsprung vorwärts ohne Zwischensprung,,number,higher,20,30,40,20,30,40,seilspringen-grundsprung-vorwaerts-ohne-zwischensprung,,6,catalog_inference,202604_10_-11_M.pdf,20,,,,,,,,,,,,
discipline_requirement,,2026,10,11,M,Koordination,6.4.7.1,Ball umgreifen,Ball umgreifen,,number,higher,15,20,25,15,20,25,ball-umgreifen,6.4.7.1,6.4.7.1,pdf,202604_10_-11_M.pdf,22,,,,,,,,,,,,
discipline_requirement,,2026,10,11,M,Koordination,6.4.7.2,Kick-Fangen,Kick-Fangen,,number,higher,7,10,14,7,10,14,kick-fangen,6.4.7.2,6.4.7.2,pdf,202604_10_-11_M.pdf,23,,,,,,,,,,,,
discipline_requirement,,2026,10,11,M,Koordination,6.4.7.3,Koordinations-T-Lauf,Koordinations-T-Lauf,,number,lower,18.3,16.8,15.3,"18,3","16,8",15.3,koordinations-t-lauf,6.4.7.3,6.4.7.3,pdf,202604_10_-11_M.pdf,24,,,,,,,,,,,,
discipline_requirement,,2026,10,11,M,Koordination,6.4.7.4,Koordinationsleiter (Doppelschritt seitwärts),Koordinationsleiter,Doppelschritt seitwärts,number,lower,26.1,22.7,19.3,"26,1","22,7","19,3",koordinationsleiter-doppelschritt-seitwaerts,6.4.7.4,6.4.7.4,pdf,202604_10_-11_M.pdf,26,,,,,,,,,,,,
discipline_requirement,,2026,10,11,M,Koordination,6.4.8.3,Gerätturnen Ringe schwingen,Gerätturnen Ringe schwingen,,level,higher,1,2,3,1,2,3,geraetturnen-ringe-schwingen,6.4.8.3,7,pdf,202604_10_-11_M.pdf,21,,,,,,,,,,,,
discipline_requirement,,2026,10,11,W,Ausdauer,1,Laufen 800 m,Laufen 800 m,,number,lower,320,280,240,5:20,4:40,4:00,laufen-800-m,,1,catalog_inference,202604_10_-11_W.pdf,1,,,,,,,,,,,,
discipline_requirement,,2026,10,11,W,Ausdauer,2,Radfahren 10 km,Radfahren 10 km,,number,lower,3030,2580,2130,50:30,43:00,35:30,radfahren-10-km,,2,catalog_inference,202604_10_-11_W.pdf,5,,,,,,,,,,,,
discipline_requirement,,2026,10,11,W,Ausdauer,3,Dauer-/ Geländelauf,Dauer-/ Geländelauf,,number,higher,900,1200,1800,15:00,20:00,30:00,dauer-gelaendelauf,,3,catalog_inference,202604_10_-11_W.pdf,3,,,,,,,,,,,,
discipline_requirement,,2026,10,11,W,Ausdauer,5,Schwimmen 200 m,Schwimmen 200 m,,number,lower,440,385,330,7:20,6:25,5:30,schwimmen-200-m,,5,catalog_inference,202604_10_-11_W.pdf,4,,,,,,,,,,,,
discipline_requirement,,2026,10,11,W,Kraft,1,Schlagball 80 gr,Schlagball 80 gr,,number,higher,11,15,18,"11,00","15,00","18,00",schlagball-80-gr,,1,catalog_inference,202604_10_-11_W.pdf,8,,,,,,,,,,,,
discipline_requirement,,2026,10,11,W,Kraft,2,Medizinball 1 kg,Medizinball 1 kg,,number,higher,5,6,7,"5,00","6,00","7,00",medizinball-1-kg,,2,catalog_inference,202604_10_-11_W.pdf,9,,,,,,,,,,,,
